,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170
0,0.0507717,0.0938237,0.078352,0.0660925,0.068172,0.0666207,0.0706096,0.0500133,0.0515528,0.0382127,0.0552503,0.0495866,0.0637234,0.0453385,0.027717,0.0431684,0.0433698,0.0375211,0.0382569,0.0321456,0.0205291,0.0407392,0.0347523,0.0288407,0.0341615,0.0382543,0.0368333,0.0308259,0.024667,0.0305888,0.0315303,0.0139814,0.0288729,0.0291995,0.0278537,0.02596,0.0266847,0.0261187,0.0246732,0.0256177,0.0333999,0.0257667,0.0325384,0.0238822,0.0317963,0.0127498,0.0455212,0.0249488,0.0167672,0.0206568,0.0224366,0.0224088,0.0234368,0.0206618,0.0193908,0.021452,0.0211601,0.0261129,0.0182852,0.0193237,0.0172315,0.00438085,0.0192499,0.0170829,0.0156941,0.0178239,0.00628841,0.0117787,0.0148185,0.0167364,0.0161189,0.016273,0.0144081,0.0157145,0.0127288,0.0167722,0.0141205,0.0131923,0.0130009,0.0131295,0.010888,0.0143038,0.0117998,0.0125314,0.0100552,0.0106601,0.00851174,0.00813007,0.0098362,0.0,0.00962512,0.00792103,0.0106926,0.00818866,0.00630621,0.00879805,0.00765948,0.00667936,0.00629611,0.00872964,0.00791898,0.00631739,0.00499804,0.00600738,0.00489895,0.00703731,0.00696799,0.00367591,0.00540146,0.00734475,0.00469299,0.00544652,0.00457428,0.00459051,0.00427277,0.00452235,0.00390156,0.00322881,0.00181959,0.00286755,0.00303914,0.00204267,0.00269303,0.00288349,0.00262087,0.00192119,0.00151366,0.00192468,0.00427008,0.00177036,0.00157193,0.00245903,0.00207709,0.0017226,0.00149166,0.00117072,0.00170442,0.00180116,0.00137726,0.00127184,0.000969684,0.00115608,0.000897209,0.000960399,0.000622738,0.000825079,0.0009895,0.000611663,0.000780108,0.000680094,1.08861e-15,0.000495271,0.00044972,0.000452352,0.000388984,0.000227012,0.000140186,0.00035147,9.49981e-05,6.69067e-05,0.0,0.000118431,0.000107388,0.000177807,7.80444e-05,7.57749e-05,6.12376e-05,7.96261e-06,3.75267e-13,1.18251e-05,4.17377e-06
1,0.0578139,0.0925736,0.0795416,0.100525,0.0776554,0.0557939,0.0575542,0.0729445,0.0723357,0.0397716,0.0521538,0.0441001,0.0741092,0.0420547,0.0320763,0.0447619,0.0575039,0.0524139,0.0412105,0.0326261,0.041065,0.0488608,0.0349833,0.0334307,0.0339524,0.0380612,0.0293479,0.030868,0.0106365,0.030999,0.0279226,0.0305301,0.0284068,0.0296565,0.0308985,0.0325853,0.0263679,0.0248054,0.0254623,0.0264867,0.0321162,0.0280994,0.0256517,0.0247754,0.0246883,0.0206703,0.0218532,0.0265369,0.0,0.0226598,0.0210846,0.0209492,0.0220611,0.0208157,0.0203158,0.0204068,0.0198556,0.0173655,0.0194129,0.0194994,0.0207308,0.0144434,0.0178027,0.017549,0.0149911,0.0187975,0.0172485,0.0173496,0.0138745,0.0167079,0.0126838,0.0159378,0.0185195,0.0150009,0.0223773,0.0147027,0.0134467,0.0147925,0.0134245,0.0122129,0.0123227,0.012365,0.00916142,0.0113483,0.0113064,0.0105361,0.0146526,0.0135315,0.0102034,0.0155164,0.00999487,0.0105394,0.00793269,0.00846003,0.00820505,0.00815976,0.00625827,0.00645535,0.00590443,0.0109657,0.00606719,0.00703803,0.00578031,0.00668822,0.00329067,0.00569928,0.00506611,0.00486604,0.00468287,0.00433604,0.00507277,0.00472748,0.00420552,0.0,0.00381096,0.00452897,0.00376449,0.00327155,0.00329537,0.0035682,0.00354387,0.00238099,0.00269149,0.00248505,0.00250422,0.00245663,0.00116469,0.00218641,0.00146471,0.00180181,0.0013803,0.00194958,0.00282642,0.00238912,0.00219249,0.00170836,0.00271085,0.00170395,0.00154948,0.000554138,0.00128476,0.000877692,0.00107412,0.00105623,0.000714483,0.000296202,0.000697224,0.000483563,0.000617196,0.00051533,0.00050369,5.71679e-15,0.000333794,0.000361719,0.000506209,0.000288542,0.000349746,0.000153549,4.11616e-05,0.000194929,0.000157341,7.26458e-05,5.6376e-14,0.000100665,8.45453e-05,0.000104109,7.48981e-05,2.86151e-05,9.0926e-06,2.92157e-13,4.17378e-06
2,0.197982,0.109314,0.103058,0.0756405,0.0643263,0.0719396,0.0266661,0.0687373,0.0421145,0.0508253,0.0506762,0.0575154,0.050727,0.0427257,0.0502686,0.0453812,0.0405054,0.0497413,0.0291262,0.0539321,0.0389254,0.0356462,0.0208009,0.0334713,0.0419577,0.0305875,0.0184072,0.0309112,0.0314005,0.0237683,0.0304906,0.024147,0.0285983,0.0288901,0.0259063,0.0298354,0.0357295,0.0209452,0.0267367,0.0371968,0.0265607,0.0310611,0.0222448,0.0248004,0.0103775,0.0324097,0.0234234,0.0206913,0.0217467,0.0218242,0.0182947,0.0229591,0.0300819,0.0206908,0.019855,0.0203345,0.0141087,0.0224281,0.0193118,0.0203767,0.0234353,0.0190616,0.00972979,0.0178221,0.0174565,0.0176669,0.0120648,0.0165718,0.0156041,0.01548,0.0203313,0.0159487,0.0140555,0.0160759,0.0150826,0.0109493,0.0120911,0.0106073,0.0127983,0.0089734,0.0121045,0.0102851,0.0118667,0.0106009,0.0111819,0.0112822,0.00813178,0.00919005,0.0,0.00950464,0.0100144,0.00865734,0.00910181,0.00856739,0.0070761,0.00801781,0.00665699,0.0064332,0.00631206,0.00688969,0.00757243,0.00715608,0.00554629,0.00533542,0.00409556,0.00537315,0.00540429,0.00461868,0.00508455,0.00750572,0.00456374,0.00632619,0.00701391,0.00440382,0.00436343,0.00525706,0.00353389,0.00464918,0.00341817,0.00168464,0.00380096,0.00305739,0.00172005,0.00298609,0.00526373,0.00245976,0.00206604,0.00229039,0.00183838,0.00207219,0.00167451,0.00177005,0.00165166,0.00137432,0.00171358,0.00181552,0.0016764,0.00101401,0.0012321,0.00126487,0.000793202,0.000714242,0.00172997,0.00107823,0.000823926,0.000785382,0.00116074,0.00034324,0.000599481,0.00063218,0.000449425,0.000564262,0.000383265,0.00040787,0.000364958,0.000594348,0.000267423,0.000374214,0.00023327,0.000248332,0.000250048,0.000140474,6.32635e-05,0.000200849,9.40898e-05,7.85901e-05,4.70647e-14,6.22952e-05,1.93861e-05,7.21128e-06,3.09974e-12
3,0.222709,0.140193,0.114922,0.0383633,0.0642293,0.0370989,0.0409324,0.0617768,0.0480756,0.0522688,0.0580419,0.0455447,0.0530899,0.0415692,0.0417315,0.0367442,0.0440314,0.0412844,0.0280737,0.0477153,0.034826,0.0482504,0.0338418,0.0461395,0.0352352,0.0161091,0.0194771,0.0246035,0.0312749,0.042011,0.031515,0.0275645,0.0293897,0.0255488,0.02444,0.0282574,0.0282032,0.0280018,0.0266649,0.0242184,0.0266488,0.0331339,0.0250448,0.0126622,0.0203221,0.0270423,0.023283,0.022686,0.0227463,0.0164806,0.00864445,0.0175653,0.0206724,0.0198152,0.0,0.0204152,0.0182594,0.0194294,0.020935,0.0185535,0.0177983,0.0198319,0.0161591,0.0171267,0.015776,0.0197269,0.0146355,0.0161673,0.0158703,0.0156262,0.011024,0.0197507,0.014985,0.0118331,0.0133737,0.0143616,0.0133327,0.0165785,0.0132549,0.0126485,0.0108868,0.0102108,0.00845053,0.0132036,0.0108757,0.0107226,0.0154908,0.0113556,0.0100742,0.00935315,0.00951482,0.0108236,0.00762493,0.00791158,0.00763532,0.00724333,0.00374527,0.00779487,0.0135132,0.00698202,0.00633869,0.00638749,0.00353549,0.0068822,0.00479943,0.00525417,0.00536346,0.00390391,0.00494919,0.00586864,0.00414313,0.00592058,0.00490057,0.00464841,0.00435787,0.00471118,0.00448309,0.00377454,0.00337716,0.00392488,0.0043661,0.00294016,0.0039525,0.00389721,0.00308355,0.00291862,0.00477104,0.00262588,0.00251087,0.00242064,0.00168715,0.00239561,0.00158103,0.00176847,0.00200656,0.00147838,0.00137486,0.00116887,0.000945065,0.000870598,0.000736842,0.00117053,0.00163478,0.00069411,0.000747407,1.00194e-15,0.000783892,0.000517978,0.000604451,0.000441465,0.000570239,0.000501905,0.000477472,0.000440821,0.000588549,0.00028269,0.000293208,0.000237834,0.000434158,0.000208159,0.000110688,0.000128733,0.000152735,0.0001667,6.93349e-05,0.000157368,4.67435e-05,2.04938e-13,1.93861e-05,7.21128e-06,2.21054e-12
4,0.00273207,0.0838596,0.0851506,0.0862324,0.0772627,0.0633649,0.0585519,0.0530917,0.0476787,0.0505273,0.0487082,0.0499287,0.043833,0.0427604,0.0440912,0.0448966,0.0602646,0.0377225,0.0381495,0.0332549,0.0376534,0.0442146,0.0350088,0.0341961,0.034111,0.0351934,0.0323316,0.0313771,0.0243375,0.0292115,0.0239317,0.0162534,0.0286099,0.0286671,0.0288803,0.0267747,0.0241242,0.025371,0.025026,0.0269842,0.0222716,0.0213441,0.0259851,0.0241509,0.0238639,0.0216419,0.0257793,0.0333233,0.0198695,0.0221903,0.0219157,0.0215777,0.0141932,0.020036,0.0209309,0.020468,0.0188729,0.0274706,0.0190959,0.0193107,0.0174152,0.0192052,0.0194109,0.0174474,0.0153789,0.0150207,0.0166316,0.0,0.0145567,0.0158753,0.0162182,0.0143565,0.0135936,0.0141725,0.0145546,0.0119744,0.0154033,0.0134083,0.0138948,0.0139784,0.0131049,0.0113215,0.0135439,0.00922747,0.0123071,0.010581,0.011281,0.00918549,0.0136265,0.00970288,0.0094911,0.00659877,0.00895895,0.0112828,0.00849982,0.00726594,0.00813992,0.00488815,0.00667339,0.0076282,0.00538423,0.00607688,0.00136156,0.00593341,0.00536979,0.00474347,0.00529225,0.00988448,0.00525253,0.00450366,0.00515857,0.00502086,0.0050143,0.00533597,0.00403027,0.0033461,0.00421398,0.00323567,0.00311762,0.00251146,0.00276213,0.00319604,0.00295422,0.00343215,0.00268371,0.00263132,0.00271926,0.00118891,0.00223288,0.00207287,0.000581439,0.00244749,0.00206088,0.00173472,0.00204907,0.00169016,0.00149207,1.72594e-15,0.00128209,0.00142398,0.00105737,0.00111249,0.000899593,0.00114953,0.000983683,0.000777548,0.000253699,0.000502755,8.75848e-15,0.00058313,0.000513936,0.000543041,0.000541939,0.00040853,0.000591953,0.000308958,0.000392846,0.000243666,0.000185318,0.000389195,0.000150212,9.61172e-05,0.00014699,0.000100447,9.61273e-05,6.34251e-05,9.62382e-05,6.22952e-05,1.93861e-05,7.21128e-06,3.09593e-13
5,0.230103,0.126084,0.114881,0.0702668,0.0649702,0.0558918,0.0392722,0.0558928,0.0437295,0.0501507,0.0437666,0.0525461,0.053882,0.0381208,0.0454134,0.0489141,0.0392444,0.0537712,0.0348719,0.0296286,0.0300274,0.0422572,0.0491443,0.0491511,0.0416483,0.0279895,0.0275607,0.0225911,0.033571,0.0216718,0.0305418,0.0304195,0.0285931,0.0302453,0.0246799,0.0271272,0.0261404,0.0178697,0.0264142,0.0410795,0.0261016,0.0263174,0.0266208,0.0201693,0.0229689,0.0238265,0.0223408,0.0221489,0.0218787,0.0244784,0.0226555,0.0209101,0.0268319,0.0206192,0.0137674,0.0198648,0.0,0.0198174,0.0165355,0.0193377,0.0175309,0.0188023,0.0174923,0.0205043,0.0163719,0.0191095,0.0189077,0.0168326,0.0163416,0.0165958,0.0101181,0.0154187,0.0162229,0.0121179,0.0154353,0.0145659,0.0142443,0.0139717,0.0150042,0.0104182,0.016134,0.0130003,0.00906021,0.0134956,0.0113372,0.0107574,0.0142898,0.0115425,0.0165025,0.0096377,0.00994006,0.00799268,0.00947208,0.00924162,0.00850477,0.00786298,0.00384924,0.00477317,0.00651152,0.00807373,0.00661,0.00690005,0.00592888,0.00566914,0.00516021,0.00543491,0.00511264,0.00474387,0.00489925,0.00399677,0.00470239,0.0039364,0.00169197,0.00464342,0.00437154,0.00382514,0.0,0.00365908,0.00332072,0.00280298,0.00272774,0.00291782,0.00228695,0.00257995,0.00231159,0.00269111,0.00236437,0.00323502,0.00208286,0.00176874,0.00139028,0.00110816,0.00232787,0.00187506,0.00172551,0.000706152,0.00182399,0.00152364,0.00138679,0.000890106,0.00121086,0.00121428,0.00122017,0.00102843,0.000902941,0.000855516,0.00154473,0.000936903,0.000667036,0.000743987,0.000579523,0.000452199,0.00046508,0.00043688,0.000327708,9.83206e-05,0.000547515,0.000247124,0.000163596,0.00014269,0.000125227,3.14522e-15,0.000116225,0.000104953,3.23683e-14,8.29871e-05,3.68063e-05,3.9481e-05,2.80939e-05,1.18251e-05,4.17378e-06
6,0.0345763,0.0787557,0.0884992,0.0747102,0.0651474,0.0659977,0.0684673,0.0472454,0.0647128,0.0437786,0.0588778,0.0558902,0.0509911,0.0439944,0.0260923,0.0422524,0.0400403,0.0324945,0.0393244,0.0335295,0.0267741,0.0418252,0.034547,0.0341232,0.0334026,0.0333168,0.0320707,0.0311597,0.0230165,0.031732,0.0259202,0.023817,0.028648,0.0287803,0.0297851,0.0277656,0.0282076,0.0272348,0.0270726,0.0269175,0.0143707,0.0264244,0.0258142,0.0244099,0.0228143,0.0228845,0.014536,0.0240967,0.0258683,0.0216575,0.0210827,0.0205122,0.0192229,0.0220705,0.0212626,0.0200907,0.0201152,0.0187255,0.0191323,0.0190854,0.0177495,0.00874646,0.0172259,0.0172613,0.016939,0.017151,0.0255595,0.0135263,0.0171508,0.0155199,0.0186534,0.0157188,0.0,0.0163257,0.0158239,0.0120344,0.0161732,0.0126412,0.0130215,0.0132745,0.0121184,0.0087891,0.0108734,0.00958612,0.0115156,0.0104514,0.00944085,0.0107549,0.00844351,0.00848384,0.010592,0.0050841,0.00807006,0.0101571,0.008135,0.00882899,0.00851082,0.00663055,0.0053433,0.00863058,0.00942904,0.00627023,0.00286476,0.00575554,1.04012e-16,0.00568625,0.00588128,0.00567664,0.00422371,0.00507724,0.00355028,0.00613588,0.00427269,0.00468981,0.00505039,0.003356,0.00431645,0.00368618,0.00503588,0.00317571,0.00352609,0.00316927,0.00287453,0.00280035,0.002783,0.00240323,0.00344887,0.00204146,0.00171936,0.00181703,0.00257152,0.00176845,0.00229647,0.00256014,0.00168692,0.00179488,0.00155532,0.00116249,9.70633e-16,0.00111413,0.00105181,0.00103801,0.00105715,0.000628534,0.000660097,0.000697393,0.000586614,0.000858625,0.000385158,0.000765079,0.000888233,0.00055216,0.000446428,0.000500969,0.000366629,0.000370725,6.40761e-05,9.18822e-05,0.000206962,0.000197973,0.000106454,8.20676e-05,0.000147068,2.35251e-14,9.40898e-05,7.85901e-05,9.17767e-14,6.22952e-05,1.93861e-05,7.21128e-06,2.14045e-12
7,0.213495,0.138026,0.113442,0.0365346,0.0649684,0.0357537,0.0456801,0.0604016,0.0526397,0.0514945,0.0565702,0.0476207,0.0528739,0.043262,0.0417849,0.0370274,0.0378805,0.0467415,0.0348586,0.0395226,0.0358737,0.0487103,0.0445563,0.0493997,0.0322595,0.0315359,0.0250046,0.02505,0.0350885,0.0192062,0.0315925,0.0294034,0.0295982,0.0243036,0.0209422,0.0265288,0.0271873,0.0196593,0.0265609,0.0198271,0.0236346,0.0261277,0.0300146,0.00776731,0.0243982,0.0251669,0.0233015,0.0221518,0.0226074,0.0218036,0.00983585,0.0169692,0.0199204,0.0208875,0.0176632,0.0201275,0.025104,0.0187115,0.0193523,0.0189032,0.019386,0.0188015,0.0182349,0.0171022,0.0253471,0.0178839,0.0169142,0.0168702,0.0155448,0.0166576,0.015399,0.0195718,0.01538,0.0158876,0.0145405,0.0143174,0.013728,0.00987449,0.0116534,0.012911,0.0119318,0.00623377,0.0117565,0.00997817,0.000702709,0.00971742,0.0115857,0.0129666,0.0111836,0.00896129,0.008584,0.00975576,0.00536905,0.00992623,0.00824447,0.00859661,0.00728921,0.00118528,0.00147164,0.00605131,0.00599082,0.00608466,0.00457688,0.00460806,0.00537337,0.00546757,0.00538411,0.00549179,0.00399995,0.00472884,0.00482104,0.00374621,0.000851962,0.00434993,0.00439561,0.0,0.00455635,0.00405895,0.0032893,0.00317296,0.00314504,0.00324586,0.00211408,0.00346894,0.00287103,0.00219746,0.00276665,0.00261396,0.00208322,0.00208558,0.00158984,0.00196743,0.00198094,0.00184182,0.00190343,0.00062396,0.00207851,0.00169248,0.00144988,0.000784285,0.00114794,0.00122596,0.000448174,0.00112838,0.00064804,0.00082122,1.68065e-16,0.000936903,0.000667036,0.000743987,0.000579523,0.000452199,0.00046508,0.00043688,0.000327708,9.83206e-05,0.000547515,0.000247124,0.000163596,0.00014269,0.000125227,2.13867e-15,0.000116225,0.000104953,3.76392e-14,8.29871e-05,3.68063e-05,3.9481e-05,2.80939e-05,1.18251e-05,4.17378e-06
8,0.192513,0.127422,0.107332,0.0414241,0.0619353,0.0337093,0.0418764,0.0677742,0.0509533,0.0415132,0.0610681,0.0513448,0.0573073,0.0416426,0.0432204,0.0327471,0.0485488,0.0555763,0.0302286,0.0384617,0.0347419,0.0305672,0.0314332,0.0462113,0.0,0.0366771,0.0228618,0.0275028,0.0246514,0.033684,0.0323758,0.0314617,0.0288116,0.0227811,0.0185551,0.0281742,0.0269939,0.0214797,0.0228615,0.0361377,0.0267896,0.0260028,0.0245069,0.0161949,0.0213721,0.0216692,0.0256585,0.0233601,0.0226,0.0259084,0.0231205,0.0209099,0.0183924,0.0186859,0.0157898,0.0198756,0.0296155,0.0194925,0.0187397,0.0198346,0.0190887,0.0180573,0.0168859,0.0161264,0.0,0.0168655,0.0154533,0.0155573,0.0161573,0.0162187,0.0152036,0.0149444,0.0164669,0.0128201,0.014573,0.0130192,0.016492,0.0162455,0.0145772,0.0134628,0.0131239,0.0133801,0.00862145,0.0137274,0.0104039,0.0108518,0.0111565,0.0100025,0.0118621,0.00750513,0.00808318,0.00653555,0.0105691,0.00754047,0.00808397,0.00817744,0.00750485,0.00675895,0.00710003,0.00962739,0.00586903,0.00580763,0.00465751,1.13917e-18,0.00545913,0.00484538,0.00505964,0.00511498,0.00454771,0.00520208,0.00467587,0.00620808,0.00614582,0.00493469,0.00479622,0.00486141,0.00299132,0.00385783,0.00368411,0.00355805,0.0039507,0.00295071,0.00336556,0.00354327,0.00378964,0.00220095,0.00148316,0.00224208,0.0016446,0.00222626,0.000630554,0.00162081,0.00168433,0.00171175,0.00199454,0.00162847,0.00168878,0.00154814,0.000221818,0.00155206,7.24193e-16,0.00118529,0.000927095,0.00105442,0.000799047,0.000527446,0.000718271,0.000599327,0.000364586,0.000799787,0.000516003,0.000886052,0.000384522,2.80237e-15,0.000395966,0.000272165,0.000236421,0.000236999,0.000277112,0.000124301,0.000308429,0.000118431,0.000107388,0.000177807,7.80444e-05,7.57749e-05,6.12376e-05,7.96261e-06,3.73087e-13,1.18251e-05,4.17377e-06
9,0.163046,0.104989,0.0925232,0.0983901,0.0471768,0.033149,0.068371,0.0644398,0.033022,0.0441964,0.0553526,0.0403419,0.0649341,0.0419922,0.0556374,0.0419069,0.044848,0.0440695,0.0417625,0.0230335,0.0272331,0.0297635,0.021339,0.0341479,0.0410861,0.0336663,0.0243225,0.0307416,0.0308363,0.0327095,0.0281306,0.015892,0.0294204,0.0402462,0.0282432,0.0277582,0.0,0.0269259,0.0263987,0.0237309,0.0258899,0.0320013,0.023861,0.0237655,0.0240038,0.0262983,0.0204811,0.0222533,0.0254115,0.0238064,0.0253563,0.02442,0.0199111,0.0205396,0.0189938,0.021993,0.0209056,0.0199631,0.0142683,0.0191684,0.0221926,0.0189722,0.0139393,0.0178838,0.0161376,0.0166283,0.0202363,0.0157938,0.0129163,0.0175956,0.0152813,0.0151597,0.0177213,0.0148003,0.0119956,0.0138441,0.0129456,0.010058,0.0121958,0.0120977,0.0112232,0.0108398,0.0121914,0.0109217,0.0111024,0.0109194,0.00604557,0.013305,0.00941878,0.010801,0.00933815,0.00880921,0.00784293,0.0,0.00738081,0.00755574,0.00647341,0.00640866,0.00648917,0.00768026,0.00723018,0.00839285,0.00460661,0.00690409,0.00390692,0.00538383,0.00433951,0.00511672,0.00533551,0.00648145,0.00483607,0.0059174,0.00533482,0.00437208,0.00418904,0.00495816,0.00422918,0.00426127,0.00339019,0.00365674,0.00414155,0.0038055,0.00341062,0.00271381,0.00279287,0.00309513,0.000655399,0.00232311,0.00228153,0.000908585,0.0019384,0.00193216,0.00172271,6.17929e-16,0.00178689,0.00121097,0.00153553,0.00146478,0.0013481,0.00142982,0.0012219,0.000733973,0.00079869,0.000832696,0.000914839,0.000794981,0.00063008,1.75636e-15,0.000623443,0.000473219,0.000596329,0.000582504,0.000531543,0.00034702,0.000489521,0.00020686,1.19553e-15,0.000247124,0.000163596,0.00014269,0.000125227,8.26535e-15,0.000116225,0.000104953,3.04883e-14,8.29871e-05,3.68063e-05,3.9481e-05,2.80939e-05,1.18251e-05,4.17378e-06
